audit_bucket,post_url,final_decision,confidence,tier,model,exclusion_reason,is_wedding,is_real_wedding,is_chicago,is_credible_source,event_date,event_date_confidence,owner_username,archetype,is_wedding_industry,location_tag,likes_count,post_timestamp,evidence,caption_excerpt,hashtags
random_50,https://www.instagram.com/p/DcQtrd1ldy_/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,,t,,,kaileereiphotography,wedding_photographer,t,"Chicago, Illinois",37,2026-08-20 12:00:04,"[{""claim"": ""is_wedding"", ""signal"": ""Gallery delivery last night for these two love's + wedding hashtags"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_photographer confidence 0.98, own profile posting"", ""source_field"": ""account_bio""}, {""claim"": ""is_real_wedding weak evidence"", ""signal"": ""only hashtags #chicagoweddingphotographer #chicagowedding #chicagobride, no named couple or specific event details beyond 'gallery delivery'"", ""source_field"": ""caption""}, {""claim"": ""is_chicago location tag"", ""signal"": ""Chicago, Illinois"", ""source_field"": ""location_tag""}]","Gallery delivery last night for these two love 🕊️’s
•
•
•
#chicagoweddingphotographer #chicagowedding #chicagobride #chicagolfilmphotographer","[""chicagoweddingphotographer"", ""chicagowedding"", ""chicagobride"", ""chicagolfilmphotographer""]"
random_50,https://www.instagram.com/p/DZu9v54kUA1/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,weddingbug_studios,wedding_photographer,t,,11,2026-06-18 16:24:11,"[{""claim"": ""is_wedding"", ""signal"": ""Caption names a couple: 'Autumn & Noel' plus wedding hashtags"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Named couple 'Autumn & Noel' paired with wedding-specific hashtags like #weddingday and #bride"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""Posting account is a wedding photographer's own profile documenting their work"", ""source_field"": ""account_category""}, {""claim"": ""account_prior supports real wedding documentation"", ""signal"": ""account_archetype_prior: wedding_photographer (0.98)"", ""source_field"": ""account_bio""}, {""claim"": ""is_chicago unresolved"", ""signal"": ""No location_tag, no city mention for the wedding itself; vendor_city Chicago is only vendor's home base, not proof of event location"", ""source_field"": ""location_tag""}]","Autumn & Noel 🤍
.
.
#weddingphotography #wedding #weddinginspiration #weddingday #bride","[""weddingphotography"", ""wedding"", ""weddinginspiration"", ""weddingday"", ""bride""]"
random_50,https://www.instagram.com/p/DTyKd3eATsi/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,natalie.h.collective,wedding_photographer,t,"Chicago, Illinois",0,2026-01-21 19:04:40,"[{""claim"": ""is_wedding"", ""signal"": ""Windy city weddings! #chicagowedding #chicagobride #2026wedding"", ""source_field"": ""caption""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: Chicago, Illinois; #chicagoadlerplanetarium"", ""source_field"": ""location_tag""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior: wedding_photographer (confidence 0.92)"", ""source_field"": ""account_bio""}, {""claim"": ""is_real_wedding_thin_evidence"", ""signal"": ""Only generic hashtags (#chicagowedding, #2026bride, #2026wedding) and a second-shooter credit (@stacibrucksphoto), no named couple or specific event details"", ""source_field"": ""caption""}]","Windy city weddings!

#chicago #chicagowedding #chicagoweddingplanner #chicagoadlerplanetarium #chicagoweddingflorist #chicagowed #chicagostyleweddings #documentaryweddingphotographer #chicagobride #2026bride #2026wedding
ss: @stacibrucksphoto","[""chicago"", ""chicagowedding"", ""chicagoweddingplanner"", ""chicagoadlerplanetarium"", ""chicagoweddingflorist"", ""chicagowed"", ""chicagostyleweddings"", ""documentaryweddingphotographer"", ""chicagobride"", ""2026bride"", ""2026wedding""]"
random_50,https://www.instagram.com/p/DHMcWEGPhPj/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,artifacteventschicago,wedding_venue,t,Artifact Events,37,2025-03-14 21:14:56,"[{""claim"": ""is_wedding"", ""signal"": ""\""This is what happily ever after looks like\"""", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""posting account is venue Artifact Events, rating 4.7 (405 reviews); videographer @foreverhellofilms is a known confirmed vendor"", ""source_field"": ""account_rating""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: Artifact Events (Chicago venue, vendor_city Chicago)"", ""source_field"": ""location_tag""}, {""claim"": ""is_real_wedding_thin"", ""signal"": ""No named couple, no explicit wedding-specific language beyond 'happily ever after', no other corroborating event details"", ""source_field"": ""caption""}]","This is what happily ever after looks like 🤍

Videographer: @foreverhellofilms",
random_50,https://www.instagram.com/p/DYKSWg2gJmK/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,jpbdesigns,wedding_planner,t,Chicago,17,2026-05-10 14:00:56,"[{""claim"": ""is_wedding"", ""signal"": ""The best kind of wedding day feeling… completely carefree"", ""source_field"": ""caption""}, {""claim"": ""is_chicago location tag"", ""signal"": ""Chicago"", ""source_field"": ""location_tag""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_planner confidence 0.98, own profile posting"", ""source_field"": ""account_category""}, {""claim"": ""possible real event evidence - photo credit tags"", ""signal"": ""Photo Credit: @lidiacodrean @jules.melby"", ""source_field"": ""mentions""}, {""claim"": ""thin evidence - no named couple or specific event details"", ""signal"": ""caption only describes generic wedding day feeling, no couple names or date"", ""source_field"": ""caption""}, {""claim"": ""hashtags are generic/vendor branding"", ""signal"": ""#ChicagoWeddingPlanner #LuxuryWeddingPlanner #HighEndWedding #JPBDesigns"", ""source_field"": ""hashtags""}]","The best kind of wedding day feeling… completely carefree ✨
When everything is handled behind the scenes, all that’s left is joy, laughter, and being fully in the moment.

Photo Credit:  @lidiacodrean @jules.melby 
#ChicagoWeddingPlanner #WeddingDayJoy #LuxuryWeddingPlanner #BrideAndGroom #WeddingReception #ChicagoBride #JPBDesigns #WeddingMoments #HighEndWedding #truelove #truehappiness #love","[""chicagoweddingplanner"", ""weddingdayjoy"", ""luxuryweddingplanner"", ""brideandgroom"", ""weddingreception"", ""chicagobride"", ""jpbdesigns"", ""weddingmoments"", ""highendwedding"", ""truelove"", ""truehappiness"", ""love""]"
random_50,https://www.instagram.com/p/DaNjamzFtXR/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,311pazzos,wedding_venue,t,,16,2026-06-30 14:30:11,"[{""claim"": ""is_wedding"", ""signal"": ""#wedding, 'Tradition. ❤️'"", ""source_field"": ""hashtags""}, {""claim"": ""is_chicago"", ""signal"": ""#wackerdrive #chicagowedding #loopwedding - venue is on Wacker Drive in Chicago Loop"", ""source_field"": ""hashtags""}, {""claim"": ""is_credible_source"", ""signal"": ""vendor_category venue, account_archetype_prior wedding_venue 0.95, own profile posting"", ""source_field"": ""account_category""}, {""claim"": ""photographer_credit"", ""signal"": ""@protsyk_studio credited as photographer, confirmed vendor in known_vendor_mentions"", ""source_field"": ""mentions""}, {""claim"": ""insufficient_evidence_real_wedding"", ""signal"": ""No named couple, no explicit description of a specific wedding event beyond caption 'Tradition.' and hashtags - venue's own branded hashtags (#pazzos, #wackerdrive) could apply to any staged/portfolio post"", ""source_field"": ""caption""}]","Tradition. ❤️
📸: @protsyk_studio 

#pazzos #wedding #wackerdrive #chicagowedding #loopwedding #chicagoevents","[""pazzos"", ""wedding"", ""wackerdrive"", ""chicagowedding"", ""loopwedding"", ""chicagoevents""]"
random_50,https://www.instagram.com/p/DT0b-LTAeMZ/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,bweddingschicago,wedding_planner,t,Deer Path Inn,7,2026-01-22 16:16:43,"[{""claim"": ""is_wedding"", ""signal"": ""Discussion of vow exchanges and wedding planning coordination: 'We often facilitate intimate, behind-the-scenes vow exchanges just for the couple'"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""Posting account is a wedding planner with multi-vendor credits: Planning, Photo, Florals, Venue all tagged"", ""source_field"": ""mentions""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: Deer Path Inn (Lake Forest, IL - Chicago metro area venue)"", ""source_field"": ""location_tag""}, {""claim"": ""is_real_wedding uncertain"", ""signal"": ""Caption reads as generic service description ('We often facilitate...') rather than describing one specific wedding event; no named couple or specific date"", ""source_field"": ""caption""}, {""claim"": ""multi_vendor_stack present but generic framing"", ""signal"": ""Planning/Photo/Florals/Venue credited but caption is written as general marketing copy about how they handle vow exchanges, not a recap of a specific wedding"", ""source_field"": ""caption""}]","Writing your own vows is deeply personal and sometimes the most meaningful way to share them is in private.

We often facilitate intimate, behind-the-scenes vow exchanges just for the couple, thoughtfully coordinating timing, setting, and ensuring photo and video teams are perfectly in place to capture this once-in-a-lifetime moment with care and discretion.

Planning: @bweddingschicago
Photo: @da","[""chicagoluxurywedding"", ""luxuryweddingchicago"", ""chicagoweddingplannerluxury"", ""chicagoweddingplanner"", ""fullserviceweddingplanner"", ""weddingconcierge"", ""bespokewedding"", ""highendwedding"", ""refinedwedding"", ""editorialwedding"", ""modernluxurywedding"", ""timelesswedding"", ""luxuryeventdesign"", ""chicagoeventdesigner"", ""privatecelebrations""]"
random_50,https://www.instagram.com/p/DNrA1GSUis3/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,elianamelmedphoto,wedding_photographer,t,"Chicago,IL",75,2025-08-22 21:17:58,"[{""claim"": ""is_wedding"", ""signal"": ""#ChicagoWeddingPhotographer #ChicagoJewishWeddings"", ""source_field"": ""hashtags""}, {""claim"": ""is_credible_source"", ""signal"": ""Eliana Melmed Photography, photographer, 5 stars 111 reviews, own profile posting"", ""source_field"": ""account_bio""}, {""claim"": ""account_archetype_prior supports wedding photographer"", ""signal"": ""wedding_photographer (confidence 0.95)"", ""source_field"": ""account_bio""}, {""claim"": ""is_chicago location tag"", ""signal"": ""Chicago,IL"", ""source_field"": ""location_tag""}, {""claim"": ""is_real_wedding thin evidence"", ""signal"": ""\""Still obsessing over the pictures from this session\"" - no named couple, no explicit wedding description, only hashtags"", ""source_field"": ""caption""}]","Still obsessing over the pictures from this session

#ChicagoPhotographer #ChicagoWeddingPhotographer #JewishWeddingPhotgrapher #ChicagoJewishWeddings","[""ChicagoPhotographer"", ""ChicagoWeddingPhotographer"", ""JewishWeddingPhotgrapher"", ""ChicagoJewishWeddings""]"
random_50,https://www.instagram.com/p/DQpsiTfjsn-/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,cityhallchicagoevents,wedding_venue,t,,,2025-11-04 22:35:06,"[{""claim"": ""is_wedding"", ""signal"": ""Two \""I do's,\"" one timeless backdrop 💍"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source_venue"", ""signal"": ""account is vendor's own profile, City Hall Events, venue category"", ""source_field"": ""account_category""}, {""claim"": ""is_credible_source_photographer"", ""signal"": ""Photographer: @allieidrac tagged, confirmed in_metro vendor"", ""source_field"": ""known_vendor_mentions""}, {""claim"": ""is_chicago"", ""signal"": ""vendor address 838 W Kinzie St, Chicago venue"", ""source_field"": ""account_bio""}, {""claim"": ""is_real_wedding_thin"", ""signal"": ""caption mentions 'Two I dos' but no named couple, no specific date, no other event details"", ""source_field"": ""caption""}]","Two “I do’s,” one timeless backdrop 💍 

Photograher: @allieidrac",
random_50,https://www.instagram.com/p/DY3SL0LDFGq/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,t,t,,,lifeinbloom,wedding_florist,t,"Lake Bluff, Illinois",326,2026-05-28 01:25:17,"[{""claim"": ""is_wedding"", ""signal"": ""clients stepping into a designed space, planning credit bigcitybride implies wedding event"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Multiple credited vendors working same event: photographer @studiothisisphotography and planner @bigcitybride"", ""source_field"": ""mentions""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_florist confidence 0.98, vendor_rating 4.8 (66 reviews)"", ""source_field"": ""account_bio""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag Lake Bluff, Illinois (Chicago metro)"", ""source_field"": ""location_tag""}, {""claim"": ""known_vendor_mentions corroboration"", ""signal"": ""studiothisisphotography in_metro true, role photographer"", ""source_field"": ""cross_reference""}, {""claim"": ""weak specificity of real wedding evidence"", ""signal"": ""caption describes generic 'clients step into a space' without naming couple or explicit wedding terms"", ""source_field"": ""caption""}]","Our favorite moment in the process is, by far, watching our clients step into a space that we spent months (sometimes years) designing and watching their jaws DROP. 

Sometimes that’s followed by shrieks of excitement, sometimes happy tears. Both are as good as any thank you we could ever receive.
-
-
-
-
-
Photos: @studiothisisphotography 
Planning: @bigcitybride",
random_50,https://www.instagram.com/p/DH4DHEkv5kE/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,juliettanfloraldesign,wedding_florist,t,,16,2025-03-31 19:39:06,"[{""claim"": ""is_wedding"", ""signal"": ""Nothing beats a black and white classic wedding... this wedding was all about sophistication with a modern touch"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""As the florist behind this stunning design, I loved bringing this vision to life"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding_corroboration"", ""signal"": ""photographer credited via @twa_weddingphotographers, a confirmed in-metro wedding vendor"", ""source_field"": ""cross_reference""}, {""claim"": ""is_credible_source"", ""signal"": ""vendor_category florist, 4.8 rating with 46 reviews, account_archetype_prior wedding_florist 0.98"", ""source_field"": ""account_category""}, {""claim"": ""is_chicago_uncertain"", ""signal"": ""no location_tag on post; vendor_city Chicago is business home base, not proof wedding occurred there"", ""source_field"": ""location_tag""}]","Nothing beats a black and white classic wedding—timeless, elegant, and effortlessly chic! ✨ From the lush floral designs to the sleek monochrome details, this wedding was all about sophistication with a modern touch. As the florist behind this stunning design, I loved bringing this vision to life with bold contrasts and romantic textures

📸 @twa_weddingphotographers",
random_50,https://www.instagram.com/p/DMqcf27uPSG/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,beautybybeshara,,,,98,2025-07-28 19:45:14,"[{""claim"": ""is_wedding"", ""signal"": ""\""we took it up a notch for wedding day\"""", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""specific bridal makeup event described with details ('full glam', 'wedding day', trial mentioned), hair vendor tagged for same event"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""vendor_rating 5 stars, 83 reviews, hair_makeup category, known_vendor_mentions confirms nickirougebridalteam"", ""source_field"": ""account_rating""}, {""claim"": ""is_chicago hashtag only"", ""signal"": ""#chicago hashtag present but no venue/location tag for the actual wedding"", ""source_field"": ""hashtags""}]","My first ever edited video 🤗 Y’all saw the trial so we took it up a notch for wedding day. She trusted the process and didn’t give me any restrictions. When I say restrictions I mean she wanted a full glam and she indeed got that. There’s already a lot of gitters on wedding day. Let’s make sure we hid that with confidence and trust that we will deliver 

Hair @deborahlatrice_ 

@nickirougebridalte","[""bougiebride"", ""nickirougebeauty"", ""wedding"", ""mua"", ""chicago"", ""makeup""]"
random_50,https://www.instagram.com/p/DQjhzrzkXU0/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,elianamelmedphoto,wedding_photographer,t,,87,2025-11-02 13:05:50,"[{""claim"": ""is_wedding"", ""signal"": ""HAPPY WEDDING DAY JEN & DARA"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Named couple Jen & Dara with explicit wedding day reference from their own photographer account"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_photographer confidence 0.95, vendor_rating 5 (111 reviews), photographer category"", ""source_field"": ""account_bio""}, {""claim"": ""is_chicago"", ""signal"": ""No location tag or city reference for the wedding itself; vendor_city Chicago is only vendor's home base"", ""source_field"": ""location_tag""}]",HAPPY WEDDING DAY JEN & DARA 💕 see ya soon!!!,
random_50,https://www.instagram.com/p/DXsTe_gEaai/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,weddingbug_studios,wedding_photographer,t,,10,2026-04-28 22:34:10,"[{""claim"": ""is_wedding"", ""signal"": ""Diana & Zachary 🍎 ... #wedding #weddingday bride"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Named couple 'Diana & Zachary' plus 'bride' term, posted by a wedding photography account, suggesting a specific real shoot"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_photographer confidence 0.98, own profile posting"", ""source_field"": ""account_bio""}, {""claim"": ""is_chicago"", ""signal"": ""No location tag or city reference for the wedding itself; vendor_city Chicago is only vendor home base, not proof of event location"", ""source_field"": ""location_tag""}]","Diana & Zachary 🍎
.
.
#weddingphotography #wedding #weddinginspiration #weddingday bride","[""weddingphotography"", ""wedding"", ""weddinginspiration"", ""weddingday""]"
random_50,https://www.instagram.com/p/DZXQY5BEawO/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,,t,,,venue3two,wedding_venue,t,,28,2026-06-09 11:25:42,"[{""claim"": ""is_wedding"", ""signal"": ""The groom deserves his moment, too... the promises he's about to make"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_venue confidence 0.95; posting account is venue's own profile"", ""source_field"": ""account_bio""}, {""claim"": ""is_real_wedding_uncertain"", ""signal"": ""No named couple, no date, no venue context beyond generic groom description; photographer tagged but no other vendor stack"", ""source_field"": ""caption""}, {""claim"": ""is_chicago_uncertain"", ""signal"": ""No location tag or city reference for the event itself; vendor_city Chicago is venue's home base only"", ""source_field"": ""location_tag""}]","The groom deserves his moment, too.⁠
⁠
The man who chose forever, the promises he's about to make, and the life he's been dreaming of building with his best friend.⁠
⁠
@megskathleenphotos⁠
⁠",
random_50,https://www.instagram.com/p/DaO78WkDpKI/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,photographybylauryn,wedding_photographer,t,"Chicago, Illinois",51,2026-07-01 02:24:06,"[{""claim"": ""is_wedding"", ""signal"": ""dance floor vibes become just as important as portraits"", ""source_field"": ""caption""}, {""claim"": ""is_chicago"", ""signal"": ""Chicago, Illinois"", ""source_field"": ""location_tag""}, {""claim"": ""is_credible_source"", ""signal"": ""wedding_photographer account archetype prior 0.98, own profile posting"", ""source_field"": ""account_category""}, {""claim"": ""is_real_wedding thin evidence only"", ""signal"": ""#chicagowedding is the only wedding-specific signal, no named couple or other corroboration"", ""source_field"": ""hashtags""}]","When you tell me that your people are the party kind, dance floor vibes become just as important as portraits. #chicagowedding","[""chicagowedding""]"
random_50,https://www.instagram.com/p/CxoXpdePu4O/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,creativecaptures.us,wedding_photographer,t,,15,2023-09-25 22:00:02,"[{""claim"": ""is_wedding"", ""signal"": ""#indianwedding #indianweddingphotography #hinduweddingphotographer"", ""source_field"": ""hashtags""}, {""claim"": ""is_credible_source"", ""signal"": ""vendor_category photographer, 5 stars 19 reviews, account_archetype_prior wedding_photographer 0.95"", ""source_field"": ""account_bio""}, {""claim"": ""is_chicago location hint"", ""signal"": ""#westinchicagonorthwest #chicagoindianweddingphotographer"", ""source_field"": ""hashtags""}, {""claim"": ""is_real_wedding thin evidence"", ""signal"": ""no named couple, no venue confirmation beyond hashtag, only hashtags like #burridgewedding which may be a couple-name hashtag or generic tag"", ""source_field"": ""hashtags""}]",#indianfusionweddings #chicagoindianweddingphotographer #hinduweddingphotographer #luxoryindianwedding #indianbride  #indianweddingplanning #indianweddingphotography #indianweddinginchicago #indianluxurywedding #indianwedding #westinchicagonorthwest #chicagoindianbride #burridgewedding,"[""indianfusionweddings"", ""chicagoindianweddingphotographer"", ""hinduweddingphotographer"", ""luxoryindianwedding"", ""indianbride"", ""indianweddingplanning"", ""indianweddingphotography"", ""indianweddinginchicago"", ""indianluxurywedding"", ""indianwedding"", ""westinchicagonorthwest"", ""chicagoindianbride"", ""burridgewedding""]"
random_50,https://www.instagram.com/p/CqrPZlKL8Bz/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,wsphotography.us,wedding_photographer,t,Milton Lee Olive Park Beach,41,2023-04-06 01:05:56,"[{""claim"": ""is_wedding"", ""signal"": ""#brideandgroom #weddingportraits #realwedding hashtags with 'Photo by Milan' silhouette"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""vendor_category photographer, 4.9 rating (49 reviews), account_archetype_prior wedding_photographer 0.98"", ""source_field"": ""account_rating""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag Milton Lee Olive Park Beach (Chicago lakefront location)"", ""source_field"": ""location_tag""}, {""claim"": ""is_real_wedding thin evidence"", ""signal"": ""Only generic hashtags (#realwedding, #brideandgroom, #weddingportraits) with no named couple or specific event details beyond photographer credit"", ""source_field"": ""hashtags""}]","Photo by Milan
#chicagoweddingphotographer #mywedd  #artweddingphotography #documentarywedding #chicagowedding #theknot #weddingwire # #beautifulbride #artportrait #weddingportraits #silhuette #brideandgroom #elegantwedding  #realwedding #fearlessphoto #weddingphoto #chicagonightphotography #artportrait #weddingwire #theknot #wsphotography #chicagobrides #chicagoweddings #nightweddingphotography #","[""chicagoweddingphotographer"", ""mywedd"", ""artweddingphotography"", ""documentarywedding"", ""chicagowedding"", ""theknot"", ""weddingwire"", ""beautifulbride"", ""artportrait"", ""weddingportraits"", ""silhuette"", ""brideandgroom"", ""elegantwedding"", ""realwedding"", ""fearlessphoto"", ""weddingphoto"", ""chicagonightphotography"", ""wsphotography"", ""chicagobrides"", ""chicagoweddings"", ""nightweddingphotography""]"
random_50,https://www.instagram.com/p/C-BDzNCP5aT/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,juliemikosphotographer,wedding_photographer,t,Chicago Botanical Garden,15,2024-07-29 18:24:21,"[{""claim"": ""is_wedding"", ""signal"": ""\""such a spectacular backdrop for a wedding ceremony\"""", ""source_field"": ""caption""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: Chicago Botanical Garden"", ""source_field"": ""location_tag""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior: wedding_photographer (confidence 0.98), posting from own account"", ""source_field"": ""account_category""}, {""claim"": ""planner_mention"", ""signal"": ""@thecreativeplanners tagged, confirmed planner in known_vendor_mentions"", ""source_field"": ""mentions""}, {""claim"": ""is_real_wedding_thin"", ""signal"": ""caption describes the venue generically ('spectacular backdrop for a wedding ceremony') without naming a couple or specific event details"", ""source_field"": ""caption""}]","My gosh. The English Garden @cbgweddings The Chicago Botanic Gardens is such a spectacular backdrop for a wedding ceremony. Wow! 

@thecreativeplanners @cbgweddings #midwestweddingphotographer #botanicgardenwedding","[""midwestweddingphotographer"", ""botanicgardenwedding""]"
random_50,https://www.instagram.com/p/DadMVVpHB28/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,hennaartbyss,wedding_other_vendor,t,,27,2026-07-06 15:16:41,"[{""claim"": ""is_wedding"", ""signal"": ""Margi's henna depicts their love story... Bride @itsmargiben"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""named bride @itsmargiben with bridal lehnga and specific henna design details for her wedding"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior: wedding_other_vendor confidence 0.95, vendor's own profile posting"", ""source_field"": ""account_bio""}, {""claim"": ""is_chicago hashtag weak signal"", ""signal"": ""#chicagobride"", ""source_field"": ""hashtags""}, {""claim"": ""no location tag for event"", ""signal"": ""location_tag: (none)"", ""source_field"": ""location_tag""}]","Margi’s henna depicts their love story. A World 🌎 and a plane ✈️ to show that they love to travel and a Crane 🪽 to match it with the brids in her lehnga. 

Bride @itsmargiben 👰‍♀️

#lovestory #storytelling #lovehenna #bridalhenna #chicagobride 

Henna Elements, Bridal Henna, Henna for Bride, Natural Henna, Organic Henna","[""lovestory"", ""storytelling"", ""lovehenna"", ""bridalhenna"", ""chicagobride""]"
random_50,https://www.instagram.com/p/Dav8EZCjFY5/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,sierramariephotography,wedding_photographer,t,,9,2026-07-13 22:00:09,"[{""claim"": ""is_wedding"", ""signal"": ""Wedding receptions are such a blast!"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Credits Planner @evanov_events, DJ @djdoncarlo, Photo @sierramariephotography as a multi-vendor stack working the same event"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_photographer confidence 0.98, posting own work"", ""source_field"": ""account_bio""}, {""claim"": ""known_vendor_corroboration"", ""signal"": ""evanov_events and djdoncarlo listed as known_vendor_mentions with planner/dj roles"", ""source_field"": ""cross_reference""}, {""claim"": ""is_chicago_uncertain"", ""signal"": ""no location_tag on post; hashtags include #chicagoweddings and #chicagoweddingphotographer but these are generic vendor hashtags not tied to a specific venue/city for this event"", ""source_field"": ""hashtags""}]","Searching for this type of energy today... Wedding receptions are such a blast! 
.
.
.
.
Planner: @evanov_events 
DJ: @djdoncarlo 
Photo: @sierramariephotography 

#weddingphotographer #chicagoweddings #chicagoweddingphotographer #portraitphotographer #chicagophotographer","[""weddingphotographer"", ""chicagoweddings"", ""chicagoweddingphotographer"", ""portraitphotographer"", ""chicagophotographer""]"
random_50,https://www.instagram.com/p/C3auIKvsB8R/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,impulsedjs,wedding_videographer,t,,15,2024-02-16 17:55:35,"[{""claim"": ""is_wedding"", ""signal"": ""Nothing beats seeing a happy bride owning the dance floor!"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""credits photographer Katie Scarlett Photography and location Blumen Gardens, describing a specific bride dancing"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""DJ vendor account, dj_music category, posting own work"", ""source_field"": ""account_category""}, {""claim"": ""is_chicago uncertain"", ""signal"": ""Blumen Gardens is not a confirmed Chicago-area venue; hashtags include #chicagowedding and #chicagoweddingdj but these may just be vendor's service area tags, plus #mortonarboretum conflicts with Blumen Gardens location"", ""source_field"": ""caption""}]","Friday mood! Nothing beats seeing a happy bride owning the dance floor!⁠
.⁠
.⁠
.⁠
📸: Katie Scarlett Photography ⁠
📍: Blumen Gardens ⁠
.⁠
.⁠
.⁠
#wedding #weddingday #weddinginspiration #weddingideas #weddingplanning #weddingdetails #weddingdj #chicagoweddingdj #chicagodj #chicagowedding #winterwedding #winterweddinginspo #winterweddinginspiration #mortonarboretum","[""wedding"", ""weddingday"", ""weddinginspiration"", ""weddingideas"", ""weddingplanning"", ""weddingdetails"", ""weddingdj"", ""chicagoweddingdj"", ""chicagodj"", ""chicagowedding"", ""winterwedding"", ""winterweddinginspo"", ""winterweddinginspiration"", ""mortonarboretum""]"
